fecha,cita,resumen
2026-01-01," Lc 2,16-21","«Los pastores fueron a toda prisa, y encontraron a María y a José, y al Niño acostado en el pesebre» Hoy, la Iglesia con..."
2026-01-02," Jn 1,19-28","«En medio de vosotros está uno (…) que viene detrás de mí» Hoy, en el Evangelio de la liturgia eucarística, leemos el te..."
2026-01-03," Jn 1,29-34","«Yo le he visto y doy testimonio de que éste es el Elegido de Dios» Hoy, san Juan Bautista da testimonio sobre el Bautis..."
2026-01-04," Jn 1,1-18","«Y la Palabra se hizo carne, y puso su morada entre nosotros, y hemos contemplado su gloria» Hoy, el Evangelio de Juan s..."
2026-01-05," Jn 1,43-51","«Ven y lo verás» Hoy, Felipe nos da una lección cabal al acompañar a Natanael hasta el Maestro. Actúa como el amigo que ..."
2026-01-06," Mt 2,1-12","«Entraron en la casa; vieron al Niño con María su madre y, postrándose, le adoraron» Hoy, el profeta Isaías nos anima: «..."
2026-01-07," Mt 4,12-17.23-25","«El Reino de los cielos está cerca» Hoy, por así decirlo, recomenzamos. El «Pueblo que estaba sentado en tinieblas, vio ..."
2026-01-08," Mc 6, 34-44","«Porque eran como ovejas que no tienen pastor» Hoy, Jesús nos muestra que Él es sensible a las necesidades de las person..."
2026-01-09," Mc 6,45-52","«Después de despedirse de ellos, se fue al monte a orar» Hoy, contemplamos cómo Jesús, después de despedir a los Apóstol..."
2026-01-10," Lc 4,14-22","«El Espíritu del Señor está sobre mí, porque me ha ungido» Hoy recordamos que «quien ama Dios, ame también a su hermano»..."
2026-01-11," Mt 3,13-17","«Jesús vino de Galilea al Jordán donde estaba Juan, para ser bautizado» Hoy contemplamos al Mesías —el Ungido— en el Jor..."
2026-01-12," Mc 1,14-20","«Convertíos y creed en la Buena Nueva» Hoy, el Evangelio nos invita a la conversión. «Convertíos y creed en la Buena Nue..."
2026-01-13," Mc 1,21-28","«Quedaban asombrados de su doctrina, porque les enseñaba como quien tiene autoridad, y no como los escribas» Hoy, primer..."
2026-01-14," Mc 1,29-39","«De madrugada, cuando todavía estaba muy oscuro, se levantó, salió y fue a un lugar solitario y allí se puso a hacer ora..."
2026-01-15," Mc 1,40-45","«‘Si quieres, puedes limpiarme’ (...). ‘Quiero; queda limpio’» Hoy, durante nuestro tiempo diario de oración deseamos y ..."
2026-01-16," Mc 2,1-12","«Hijo, tus pecados te son perdonados (...). A ti te digo, levántate, toma tu camilla y vete a tu casa» Hoy vemos nuevame..."
2026-01-17," Mc 2,13-17","«No he venido a llamar a justos, sino a pecadores» Hoy, en la escena que relata san Marcos, vemos cómo Jesús enseñaba y ..."
2026-01-18," Jn 1,29-34","«He ahí el Cordero de Dios, que quita el pecado del mundo» Hoy hemos escuchado a Juan que, al ver a Jesús, dice: «He ahí..."
2026-01-19," Mc 2,18-22","«¿Pueden acaso ayunar los invitados a la boda mientras el novio está con ellos?» Hoy comprobamos cómo los judíos, además..."
2026-01-20," Mc 2,23-28","«El sábado ha sido instituido para el hombre y no el hombre para el sábado» Hoy como ayer, Jesús se las ha de tener con ..."
2026-01-21," Mc 3,1-6","«¿Es lícito en sábado hacer el bien en vez del mal, salvar una vida en vez de destruirla?» Hoy, Jesús nos enseña que hay..."
2026-01-22," Mc 3,7-12","«Le siguió una gran muchedumbre de Galilea. También de Judea, de Jerusalén, de Idumea, del otro lado del Jordán, de los ..."
2026-01-23," Mc 3,13-19","«Jesús subió al monte y llamó a los que Él quiso» Hoy, el Evangelio condensa la teología de la vocación cristiana: el Se..."
2026-01-24," Mc 3,20-21",«Está fuera de sí» Hoy vemos cómo los propios de la parentela de Jesús se atreven a decir de Él que «está fuera de sí» (...
2026-01-25," Mt 4,12-23","«Recorría Jesús toda Galilea» Hoy, Jesús nos da una lección de “santa prudencia”, perfectamente compatible con la audaci..."
2026-01-26," Mc 3,22-30","«El que blasfeme contra el Espíritu Santo, no tendrá perdón nunca» Hoy, al leer el Evangelio del día, uno no sale de su ..."
2026-01-27," Mc 3,31-35","«Éstos son mi madre y mis hermanos. Quien cumpla la voluntad de Dios, ése es mi hermano, mi hermana y mi madre» Hoy cont..."
2026-01-28," Mc 4,1-20",«El sembrador siembra la Palabra» Hoy escuchamos de labios del Señor la “Parábola del sembrador”. La escena es totalment...
2026-01-29," Mc 4,21-25","«¿Acaso se trae la lámpara para ponerla debajo del celemín o debajo del lecho?» Hoy, Jesús nos explica el secreto del Re..."
2026-01-30," Mc 4,26-34",«El Reino de Dios es como un hombre que echa el grano (...y) la tierra da el fruto por sí misma» Hoy Jesús habla a la ge...
2026-01-31," Mc 4,35-41","«¿Por qué estáis con tanto miedo? ¿Cómo no tenéis fe?» Hoy, el Señor riñe a los discípulos por su falta de fe: «¿Cómo no..."
2026-02-01," Mt 5,1-12","«Bienaventurados los pobres de espíritu...» Hoy leemos este Evangelio tan conocido para todos nosotros, pero siempre tan..."
2026-02-02," Lc 2,22-40","«Ahora, Señor, puedes, según tu palabra, dejar que tu siervo se vaya en paz; porque han visto mis ojos tu salvación» Hoy..."
2026-02-03," Mc 5,21-43","«Hija, tu fe te ha salvado; vete en paz y queda curada de tu enfermedad» Hoy el Evangelio nos presenta dos milagros de J..."
2026-02-04," Mc 6,1-6","«¿De dónde le viene esto?, y ¿qué sabiduría es ésta que le ha sido dada? ¿Y esos milagros hechos por sus manos?» Hoy el ..."
2026-02-05," Mc 6,7-13","«Jesús llamó a los Doce y comenzó a enviarlos de dos en dos (...) Y, yéndose de allí, predicaron que se convirtieran» Ho..."
2026-02-06," Mc 6,14-29","«Se había hecho notorio el nombre de Jesús y llegó esto a noticia del rey Herodes» Hoy, en este pasaje de Marcos, se nos..."
2026-02-07," Mc 6,30-34","«‘Venid también vosotros aparte, a un lugar solitario, para descansar un poco’. Pues los que iban y venían eran muchos, ..."
2026-02-08," Mt 5,13-16","«Vosotros sois la luz del mundo» Hoy, el Evangelio nos hace una gran llamada a ser testimonios de Cristo. Y nos invita a..."
2026-02-09," Mc 6,53-56","«Cuantos la tocaron [la orla de su manto] quedaban salvados» Hoy, en el Evangelio del día, vemos el magnífico ""poder del..."
2026-02-10," Mc 7,1-13",«¿Por qué tus discípulos no viven conforme a la tradición de los antepasados?» Hoy contemplamos cómo algunas tradiciones...
2026-02-11," Mc 7,14-23","«Nada hay fuera del hombre que, entrando en él, pueda contaminarle» Hoy Jesús nos enseña que todo lo que Dios ha hecho e..."
2026-02-12," Mc 7,24-30",«Vino y se postró a sus pies (...) le rogaba que expulsara de su hija al demonio» Hoy se nos muestra la fe de una mujer ...
2026-02-13," Mc 7,31-37","«Todo lo ha hecho bien» Hoy, el Evangelio nos presenta un milagro de Jesús: hizo volver la escucha y destrabó la lengua ..."
2026-02-14," Mc 8,1-10","«No tienen qué comer» Hoy, tiempo de inclemencia y desasosiego, también Jesús nos llama para decirnos que siente «compas..."
2026-02-15," Mt 5,17-37","«No penséis que he venido a abolir la Ley y los Profetas» Hoy, Jesús nos dice «No he venido a abolir, sino a dar cumplim..."
2026-02-16," Mc 8,11-13","«Yo os aseguro: no se dará a esta generación ninguna señal» Hoy, el Evangelio parece que no nos diga mucho ni de Jesús n..."
2026-02-17," Mc 8,14-21",«Guardaos de la levadura de los fariseos» Hoy —una vez más— vemos la sagacidad del Señor Jesús. Su actuar es sorprendent...
2026-02-18," Mt 6,1-6.16-18",«Cuidad de no practicar vuestra justicia delante de los hombres para ser vistos por ellos» Hoy comenzamos nuestro itiner...
2026-02-19," Lc 9,22-25","«Si alguno quiere venir en pos de mí, niéguese a sí mismo, tome su cruz cada día, y sígame» Hoy es el primer jueves de C..."
2026-02-20," Mt 9,14-15","«Días vendrán en que les será arrebatado el novio; entonces ayunarán» Hoy, primer viernes de Cuaresma, habiendo vivido e..."
2026-02-21," Lc 5,27-32","«No he venido a llamar a conversión a justos, sino a pecadores» Hoy vemos cómo avanza la Cuaresma y la intensidad de la ..."
2026-02-22," Mt 4,1-11","«Jesús fue llevado por el Espíritu al desierto para ser tentado» Hoy celebramos el primer domingo de Cuaresma, y este ti..."
2026-02-23," Mt 25,31-46","«Cuanto dejasteis de hacer con uno de estos más pequeños, también conmigo dejasteis de hacerlo» Hoy se nos recuerda el j..."
2026-02-24," Mt 6,7-15","«Al orar, no charléis mucho (...) porque vuestro Padre sabe lo que necesitáis» Hoy, Jesús —que es el Hijo de Dios— me en..."
2026-02-25," Lc 11,29-32","«Así como Jonás fue señal para los ninivitas, así lo será el Hijo del hombre para esta generación» Hoy, Jesús nos dice q..."
2026-02-26," Mt 7,7-12","«Todo el que pide recibe; el que busca, halla» Hoy, Jesús nos habla de la necesidad y del poder de la oración. No podemo..."
2026-02-27," Mt 5,20-26","«Deja tu ofrenda allí, delante del altar, y vete primero a reconciliarte con tu hermano» Hoy, el Señor, al hablarnos de ..."
2026-02-28," Mt 5,43-48","«Amad a vuestros enemigos y rogad por los que os persigan» Hoy, el Evangelio nos exhorta al amor más perfecto. Amar es q..."
2026-03-01," Mt 17,1-9","«Se transfiguró delante de ellos» Hoy, camino hacia la Semana Santa, la liturgia de la Palabra nos muestra la Transfigur..."
2026-03-02," Lc 6,36-38","«Sed compasivos, como vuestro Padre es compasivo» Hoy, ¿cómo debe actuar un cristiano ante sus hermanos y hermanas? Pues..."
2026-03-03," Mt 23,1-12","«Uno solo es vuestro Maestro; (...) uno solo es vuestro Padre; (...) uno solo es vuestro Doctor» Hoy, con mayor razón, d..."
2026-03-04," Mt 20,17-28","«El que quiera llegar a ser grande entre vosotros, será vuestro servidor» Hoy, la Iglesia —inspirada por el Espíritu San..."
2026-03-05," Lc 16,19-31","«Si no oyen a Moisés y a los profetas, tampoco se convencerán, aunque un muerto resucite» Hoy, el Evangelio es una paráb..."
2026-03-06," Mt 21,33-43.45-46","«La piedra que los constructores desecharon, en piedra angular se ha convertido» Hoy, Jesús, por medio de la parábola de..."
2026-03-07," Lc 15,1-3.11-32","«Me levantaré, iré a mi padre y le diré: Padre, pequé contra el cielo y ante ti» Hoy vemos la misericordia, la nota dist..."
2026-03-08," Jn 4,5-42","«Dame de beber» Hoy, como en aquel mediodía en Samaría, Jesús se acerca a nuestra vida, a mitad de nuestro camino cuares..."
2026-03-09," Lc 4,24-30","«Ningún profeta es bien recibido en su patria» Hoy, en el Evangelio, Jesús nos dice «que ningún profeta es bien recibido..."
2026-03-10," Mt 18,21-35","«Movido a compasión (...) le perdonó la deuda» Hoy, el Evangelio de Mateo nos invita a una reflexión sobre el misterio d..."
2026-03-11," Mt 5,17-19","«No penséis que he venido a abolir la Ley y los Profetas (...), sino a dar cumplimiento» Hoy día hay mucho respeto por l..."
2026-03-12," Lc 11,14-23","«Si por el dedo de Dios expulso yo los demonios, es que ha llegado a vosotros el Reino de Dios» Hoy, en la proclamación ..."
2026-03-13," Mc 12,28b-34","«No existe otro mandamiento mayor que éstos» Hoy, la liturgia cuaresmal nos presenta el amor como la raíz más profunda d..."
2026-03-14," Lc 18,9-14","«Os digo que éste bajó a su casa justificado» Hoy, Cristo se nos presenta con dos hombres que, ante un observador ""casua..."
2026-03-15," Jn 9,1-41","«Vete, lávate» Hoy, cuarto domingo de Cuaresma —llamado domingo “alegraos”— toda la liturgia nos invita a experimentar u..."
2026-03-16," Jn 4,43-54","«Jesús partió de Samaría para Galilea» Hoy volvemos a encontrar a Jesús en Caná de Galilea, donde había realizado el con..."
2026-03-17," Jn 5,1-3.5-16","«Jesús, viéndole tendido (...), le dice: ‘¿Quieres curarte?’» Hoy, san Juan nos habla de la escena de la piscina de Bets..."
2026-03-18," Jn 5,17-30","«En verdad, en verdad os digo: el que escucha mi Palabra y cree en el que me ha enviado, tiene vida eterna» Hoy, el Evan..."
2026-03-19," Mt 1,16.18-21.24a","«Su madre, María, estaba desposada con José» Hoy, nos invita la Iglesia a contemplar la amable figura del santo Patriarc..."
2026-03-20," Jn 7,1-2.10.14.25-30","«Nadie le echó mano, porque todavía no había llegado su hora» Hoy, el Evangelio nos permite contemplar la confusión que ..."
2026-03-21," Jn 7,40-53",«Jamás un hombre ha hablado como habla ese hombre» Hoy el Evangelio nos presenta las diferentes reacciones que producían...
2026-03-22," Jn 11,1-45","«Yo soy la resurrección. El que cree en mí, aunque muera, vivirá» Hoy, la Iglesia nos presenta un gran milagro: Jesús re..."
2026-03-23," Jn 8,1-11","«Vete, y en adelante no peques más» Hoy contemplamos en el Evangelio el rostro misericordioso de Jesús. Dios es Amor, y ..."
2026-03-24," Jn 8,21-30","«Cuando hayáis levantado al Hijo del hombre, entonces sabréis que Yo Soy» Hoy, martes V de Cuaresma, a una semana de la ..."
2026-03-25," Lc 1,26-38","«Alégrate, llena de gracia» Hoy, en el «alégrate, llena de gracia» (Lc 1,28) oímos por primera vez el nombre de la Madre..."
2026-03-26," Jn 8,51-59",«Vuestro Padre Abraham se regocijó pensando en ver mi día; lo vio y se alegró» Hoy nos sitúa san Juan ante una manifesta...
2026-03-27," Jn 10,31-42","«¿Por cuál de esas obras queréis apedrearme?» Hoy viernes, cuando sólo falta una semana para conmemorar la muerte del Se..."
2026-03-28," Jn 11,45-56","«Jesús iba a morir por la nación, y no sólo por la nación, sino también para reunir en uno a los hijos de Dios que estab..."
2026-03-29," Mt 26,14—27,66",«¿Eres tú el rey de los judíos?» Hoy se nos invita a contemplar el estilo de la realeza de Cristo salvador. Jesús es Rey...
2026-03-30," Jn 12,1-11","«Ungió los pies de Jesús y los secó con sus cabellos» Hoy, en el Evangelio, se nos resumen dos actitudes sobre Dios, Jes..."
2026-03-31," Jn 13,21-33.36-38","«Era de noche» Hoy, Martes Santo, la liturgia pone el acento sobre el drama que está a punto de desencadenarse y que con..."
